job_id,job_title_english,company,url,translated_description_english,languages_required_english,badge,date_translated
27,Warehouse Assistant,屈臣氏,https://careers.aswatson.com/job/1027,"Job Description: Responsible for receiving and dispatching goods, inventory counting, and warehouse organization, fluent in Cantonese required.",Cantonese,0,2026-04-19
28,Brand Assistant,莎莎,https://careers.sasa.com/job/1028,"Job Description: Assist with brand promotion, event execution, and market data organization. Requires proficiency in Cantonese and English.","Cantonese, English",0,2026-04-19
29,Retail Training Officer,優品360,https://careers.bestmart360.com/job/1029,"Job Description: Responsible for the training arrangements and teaching materials organization for frontline staff, fluent Cantonese required.","Cantonese, Mandarin",0,2026-04-19
30,Graphic designer,牛奶公司,https://careers.dfiretailgroup.com/job/1030,"Job Description: Responsible for promotional material design, layout, and brand visual support. English working environment, Cantonese as secondary.","English, Cantonese",1,2026-04-19
31,Social Media Manager,Viu,https://careers.viu.com/job/1031,"Job Description: Manage social media content publishing and interaction, handling both English and Cantonese content.","Cantonese, English",0,2026-04-19
32,Video editor,電視廣播有限公司,https://careers.tvb.com/job/1032,"Job Description: Responsible for short video editing, subtitle processing, and post-production, with Cantonese as the primary working language.","Cantonese, English",0,2026-04-19
33,Reporter,香港經濟日報,https://careers.hket.com/job/1033,"Job Description: Reporting news, writing articles, and updating content in real-time; proficiency in both Chinese and English is preferred.","Cantonese, English",1,2026-04-19
34,Research Assistant,香港大學,https://careers.hku.hk/job/1034,"Job Description: Assist with data collection, literature organization, and research report writing. English is the primary working language; applications from English-only speakers are welcome.",English,1,2026-04-19
35,Laboratory Technician,香港中文大學,https://career.cuhk.edu.hk/job/1035,"Job Description: Responsible for laboratory equipment management, sample processing, and record updates. Good English skills required. Non-Cantonese speakers are welcome.","English, Cantonese",1,2026-04-19
36,Student Affairs Assistant,香港科技大學,https://careers.ust.hk/job/1036,"Job Description: Support student services, event arrangements, and data entry; fluency in English is a mandatory requirement.","Cantonese, English",1,2026-04-19
37,Teaching Assistant,香港理工大學,https://jobs.polyu.edu.hk/job/1037,"Job Description: Assist with classroom administration, organize teaching materials, and liaise with students. English is the primary language of instruction.","English, Cantonese",1,2026-04-19
38,Library Assistant,香港城市大學,https://careers.cityu.edu.hk/job/1038,"Job Description: Responsible for shelving books, handling borrowing and returns, and addressing reader inquiries. Must be fluent in Cantonese and have good English skills.","Cantonese, English",0,2026-04-19
39,Admissions Director,香港浸會大學,https://careers.hkbu.edu.hk/job/1039,"Job Description: Handle course inquiries, admissions materials, and promotional activities. Proficiency in Cantonese, English, and Mandarin is required.","Cantonese, English, Mandarin",0,2026-04-19
40,School Clerk,香港教育大學,https://careers.eduhk.hk/job/1040,"Job Description: Responsible for school affairs documents, meeting arrangements, and daily administrative support. Proficiency in Cantonese is required, with basic English skills.","Cantonese, English",0,2026-04-19
41,Customer Service Chat Specialist,foodpanda,https://careers.foodpanda.com/job/1041,"Job Description: Handle customer inquiries and complaints through online chat, proficiency in English or Cantonese is acceptable, pure English speakers are welcome to apply.","Cantonese, English",1,2026-04-19
42,Delivery Operations Supervisor,Deliveroo,https://careers.deliveroo.com/job/1042,"Job Description: Follow up on delivery personnel arrangements, restaurant partnerships, and operational data, with English as the primary working language.","English, Cantonese",1,2026-04-19
43,Merchant Cooperation Specialist,OpenRice,https://careers.openrice.com/job/1043,"Job Description: Responsible for contacting restaurant merchants, introducing solutions, and following up on renewals. Fluency in Cantonese is preferred.","Cantonese, Mandarin",1,2026-04-19
44,App tester,LINE香港,https://careers.linecorp.com/job/1044,"Job Description: Responsible for mobile application testing, issue reporting, and version verification, with English as the primary language of communication.","English, Cantonese",1,2026-04-19
45,Cybersecurity Assistant,PCCW,https://careers.pccw.com/job/1045,"Job Description: Assist in monitoring security alerts, organizing incident records, and conducting basic risk analysis. Fluency in English is required.","English, Cantonese",1,2026-04-19
46,Cloud System Administrator,香港寬頻,https://careers.hkbn.net/job/1046,"Job Description: Responsible for server management, cloud deployment, and system monitoring. Fluent in English, proficiency in Cantonese is a plus.","English, Cantonese",1,2026-04-19
47,Technical Sales Consultant,聯想香港,https://jobs.lenovo.com/job/1047,"Job Description: Introduce product solutions and technical advantages to corporate clients, requiring fluent Cantonese and good English proficiency.","Cantonese, English",0,2026-04-19
48,Quality Assurance Officer,大疆,https://careers.dji.com/job/1048,"Job Description: Responsible for product testing processes, issue follow-up, and quality report compilation, with English as the primary working language.","English, Mandarin",1,2026-04-19
49,Interview Assistant,鳳凰衛視,https://career.ifeng.com/job/1049,"Job Description: Assist with on-location interview arrangements, data collection, and manuscript organization. Must be fluent in Mandarin and proficient in Cantonese.","Mandarin, Cantonese",0,2026-04-19
50,Business Analysis Officer,港鐵,https://careers.mtr.com.hk/job/1050,"Job Description: Responsible for operational data analysis, report creation, and business improvement suggestions. Requires fluency in Cantonese and good English skills.","Cantonese, English",0,2026-04-19
51,Nurse,香港養和醫院,https://careers.hksh.com/job/1051,"Job Description: Responsible for ward nursing, patient assessment, and medication records. Fluent in English, Cantonese is a plus. Foreign nurses are welcome.","English, Cantonese",1,2026-04-19
52,Pharmacy Assistant,香港私家醫院,https://careers.hkpch.com/job/1052,"Job Description: Assist with dispensing medication, maintaining medication records, and handling patient inquiries. Proficiency in English is required; proficiency in Chinese is preferred.","English, Cantonese",1,2026-04-19
53,Radiographer,仁安醫院,https://careers.union.com.hk/job/1053,"Job Description: Responsible for X-ray and imaging scanning tasks, requires good English proficiency, with Cantonese being one of the working languages.","Cantonese, English",0,2026-04-19
54,Physiotherapist,聖保祿醫院,https://careers.stpaul.org.hk/job/1054,"Job Description: Provide rehabilitation assessments and treatment plans for patients. Fluency in English is preferred, and Cantonese is a plus.","English, Cantonese",1,2026-04-19
55,Medical social worker,博愛醫院,https://careers.pohoi.hk/job/1055,"Job Description: Provide social support services to patients and their families, requiring fluency in Cantonese and good English proficiency.","Cantonese, English",0,2026-04-19
56,Chef,四季酒店香港,https://careers.fourseasons.com/job/1056,"Job Description: Responsible for Western cuisine cooking and daily kitchen operations, with English as the primary language of communication in the kitchen.","English, Cantonese",1,2026-04-19
57,Front desk reception,香格里拉酒店,https://careers.shangri-la.com/job/1057,"Job Description: Responsible for guest check-in, check-out, and customer service. Fluency in English is required; proficiency in Cantonese and Mandarin is preferred.","English, Cantonese, Mandarin",1,2026-04-19
58,Banquet Coordination,萬豪酒店香港,https://careers.marriott.com/job/1058,"Job Description: Responsible for banquet event arrangements, client communication, and venue coordination. Must be fluent in English and proficient in Cantonese.","English, Cantonese",0,2026-04-19
59,Room attendant,九龍香格里拉,https://careers.shangri-la.com/job/1059,"Job Description: Responsible for room cleaning, replenishing supplies, and handling special guest requests. Cantonese or English speakers are acceptable.","Cantonese, English",1,2026-04-19
60,Restaurant manager,美心集團,https://careers.maximscaterers.com/job/1060,"Job Description: Responsible for the daily management of the restaurant, staff scheduling, and monitoring the quality of customer service. Fluency in Cantonese is required.","Cantonese, English",0,2026-04-19
61,Architect,奧雅納工程,https://careers.arup.com/job/1061,"Job Description: Responsible for architectural design and project follow-up, with English as the primary working language. Pure English-speaking applicants are welcome.",English,1,2026-04-19
62,Civil engineer,金門建築,https://careers.gammonconst.com/job/1062,"Job Description: Responsible for site supervision, project progress tracking, and safety inspections. Proficiency in both English and Cantonese is required.","English, Cantonese",0,2026-04-19
63,Surveyor,利安顧問,https://careers.leighfisher.com/job/1063,"Job Description: Responsible for quantity surveying, cost estimation, and contract documents, fluent in English, proficient in Cantonese.","English, Cantonese",0,2026-04-19
64,Environmental Consultant,ERM香港,https://careers.erm.com/job/1064,"Job Description: Assist in the preparation of environmental assessment reports and on-site investigations, with English as the primary working language.","English, Cantonese",1,2026-04-19
65,Mechanical Engineer,地鐵工程部,https://careers.mtr.com.hk/job/1065,"Job Description: Responsible for the maintenance and upgrade projects of railway mechanical equipment, requires good English proficiency and fluent Cantonese.","Cantonese, English",0,2026-04-19
66,Legal Assistant,孖士打律師行,https://careers.mayer-brown.com/job/1066,"Job Description: Assist in contract drafting, organizing legal documents, and liaising with clients; fluency in English is required.","English, Cantonese",1,2026-04-19
67,Compliance Officer,花旗銀行香港,https://careers.citi.com/job/1067,"Job Description: Monitor business compliance, organize regulatory reports and follow up on internal reviews, fluent in English.","English, Cantonese",1,2026-04-19
68,Investment Analyst,摩根士丹利,https://careers.morganstanley.com/job/1068,"Job Description: Responsible for stock research, financial modeling, and investment reports. English is the sole working language; applications from English-only speakers are welcome.",English,1,2026-04-19
69,Risk Management Specialist,瑞銀集團,https://careers.ubs.com/job/1069,"Job Description: Responsible for market risk monitoring and stress testing analysis, fluent in English, proficiency in Cantonese or Mandarin is preferred.","English, Cantonese",1,2026-04-19
70,Insurance Consultant,友邦保險,https://careers.aia.com/job/1070,"Job Description: Provide clients with insurance planning and financial advice, requiring fluency in Cantonese and proficiency in English.","Cantonese, English",0,2026-04-19
71,Primary school teacher,英基學校協會,https://careers.esfcentre.com/job/1071,"Job Description: Responsible for teaching English or Mathematics at the primary school level, with English as the sole medium of instruction. Applications from native English speakers are welcome.",English,1,2026-04-19
72,Kindergarten teacher,保良局,https://careers.poleungkuk.org.hk/job/1072,"Job Description: Responsible for early childhood education, daily activity planning, and parent communication. Must be fluent in Cantonese.","Cantonese, English",0,2026-04-19
73,STEM Education Officer,香港教育城,https://careers.hkedcity.net/job/1073,"Job Description: Develop STEM teaching materials, conduct workshops, and support school promotion efforts. Proficiency in both English and Cantonese is required.","English, Cantonese",0,2026-04-19
74,Curriculum Designer,Coursera香港,https://careers.coursera.com/job/1074,"Job Description: Design online course content and assessment materials, with English as the primary working language. Applications from English-only speakers are welcome.",English,1,2026-04-19
75,Tutor,卓越教育,https://careers.topgrade.com.hk/job/1075,"Job Description: Provide English and Mathematics tutoring for secondary school students, fluent in English, with basic knowledge of Cantonese.","English, Cantonese",0,2026-04-19
76,Community Service Director,香港紅十字會,https://careers.redcross.org.hk/job/1076,"Job Description: Responsible for community outreach activities, volunteer management, and follow-up with service recipients. Must be fluent in Cantonese and proficient in English.","Cantonese, English",0,2026-04-19
77,Social worker,香港社會服務聯會,https://careers.hkcss.org.hk/job/1077,"Job Description: Provide counseling and resource referrals to individuals in need, with Cantonese as the primary service language.","Cantonese, English",0,2026-04-19
78,Non-governmental organization project director,樂施會,https://careers.oxfam.org.hk/job/1078,"Job Description: Plan and execute social advocacy projects, proficiency in both English and Cantonese is required, bilingual applicants are welcome.","English, Cantonese",0,2026-04-19
79,Event Coordinator,香港藝術節,https://careers.hkaf.org.hk/job/1079,"Job Description: Responsible for performance event arrangements, venue coordination, and sponsor liaison. Must be fluent in English and proficient in Cantonese.","English, Cantonese",0,2026-04-19
80,Museum tour guide,香港歷史博物館,https://careers.lcsd.gov.hk/job/1080,Job Description: Provide guided tours in Chinese and English for visitors. Proficiency in both Cantonese and English is preferred.,"Cantonese, English",1,2026-04-19
81,Fashion designer,連卡佛,https://careers.lanecrawford.com/job/1081,Job Description: Responsible for designing clothing collections and communicating with buyers. English is the primary working language; pure English-speaking applicants are welcome.,English,1,2026-04-19
82,Buyer Assistant,I.T集團,https://careers.ithk.com/job/1082,"Job Description: Assist with procurement decisions, supplier communication, and inventory tracking; fluent in English, Cantonese preferred.","English, Cantonese",1,2026-04-19
83,Visual Merchandising Manager,H&M香港,https://careers.hm.com/job/1083,"Job Description: Responsible for store display arrangement and execution of brand visual guidelines, proficiency in English or Cantonese is acceptable.","English, Cantonese",1,2026-04-19
84,Jewelry designer,六福珠寶,https://careers.lukfook.com/job/1084,"Job Description: Responsible for jewelry style design and factory order follow-up, fluent in Cantonese and proficient in Mandarin required.","Cantonese, Mandarin",0,2026-04-19
85,E-commerce photographer,香港寬頻網媒,https://careers.hkbn.net/job/1085,"Job Description: Responsible for product photography, post-production retouching, and online store image management. Proficiency in English is required; knowledge of Cantonese is preferred.","English, Cantonese",1,2026-04-19
86,Shipping Clerk,東方海外,https://careers.oocl.com/job/1086,"Job Description: Handle shipping documents, cargo tracking, and customer communication; fluency in English is a mandatory requirement.","English, Cantonese",1,2026-04-19
87,Customs declarant,敦豪速遞,https://careers.dhl.com/job/1087,"Job Description: Responsible for customs clearance documentation and customs declarations, fluent in Cantonese, proficient in English.","Cantonese, English",0,2026-04-19
88,Air Freight Operator,國泰貨運,https://careers.cathaypacific.com/job/1088,"Job Description: Responsible for air cargo handling, document verification, and customer follow-up. Proficiency in both English and Cantonese is required.","English, Cantonese",0,2026-04-19
89,Port Operations Officer,葵涌貨櫃碼頭,https://careers.hph.com/job/1089,"Job Description: Supervise container loading and unloading, terminal scheduling, and safety compliance, fluent in Cantonese, good English.","Cantonese, English",0,2026-04-19
90,Cold Chain Logistics Specialist,太古冷倉,https://careers.swiregroup.com/job/1090,"Job Description: Responsible for cold chain cargo tracking, temperature recording, and customer reporting. Proficiency in English is required; Cantonese is preferred.","English, Cantonese",1,2026-04-19
91,Game designer,Games Workshop香港,https://careers.gamesworkshop.com/job/1091,"Job Description: Responsible for game level design and user experience optimization, English is the sole working language, pure English applicants are welcome.",English,1,2026-04-19
92,E-sports Event Manager,香港電競總會,https://careers.hkesports.org/job/1092,"Job Description: Coordinate esports events, liaise with sponsors, and execute on-site operations. Fluent in Cantonese, proficient in English.","Cantonese, English",0,2026-04-19
93,Machine Learning Engineer,思謀科技,https://careers.smartmore.com/job/1093,"Job Description: Develop and optimize machine learning models, with English as the primary working language; pure English-speaking applicants are welcome.",English,1,2026-04-19
94,Blockchain developer,HashKey集團,https://careers.hashkey.com/job/1094,"Job Description: Responsible for smart contract development and blockchain system maintenance, fluent in English, Mandarin proficiency is a plus.","English, Mandarin",1,2026-04-19
95,Data scientist,Klook,https://careers.klook.com/job/1095,Job Description: Analyze user behavior data and build predictive models. English is the primary working language; pure English-speaking applicants are welcome.,English,1,2026-04-19
96,Agricultural technician,漁農自然護理署,https://careers.afcd.gov.hk/job/1096,"Job Description: Assist with farm technical support, sample collection, and data recording. Fluent in Cantonese, proficient in English.","Cantonese, English",0,2026-04-19
97,Environmental Education Officer,世界自然基金會香港,https://careers.wwf.org.hk/job/1097,"Job Description: Plan environmental education activities and promotional materials, proficiency in both English and Cantonese is required, bilingual applicants are welcome.","English, Cantonese",0,2026-04-19
98,Solar Project Engineer,CLP香港,https://careers.clpgroup.com/job/1098,"Job Description: Responsible for the design and on-site management of renewable energy projects, proficient in English, fluent in Cantonese.","Cantonese, English",0,2026-04-19
99,Fitness trainer,Pure Fitness,https://careers.pure-fitness.com/job/1099,"Job Description: Provide personal training sessions and fitness assessments for members, proficiency in English or Cantonese is acceptable, purely English-speaking coaches are welcome.","English, Cantonese",1,2026-04-19
100,Veterinary assistant,香港愛護動物協會,https://careers.spca.org.hk/job/1100,"Job Description: Assist with animal care, record consultations, and communicate with pet owners. Fluency in English is required; proficiency in Cantonese is preferred.","English, Cantonese",1,2026-04-19
